timestamp,city,response_time,status
2026-03-10T09:47:06,Bursa,108,OK
2026-03-10T09:47:06,Ankara,316,OK
2026-03-10T09:47:06,Bursa,283,OK
2026-03-10T09:47:06,Istanbul,447,OK
2026-03-10T09:47:06,Ankara,134,OK
2026-03-10T09:47:06,Istanbul,171,OK
2026-03-10T09:47:06,Bursa,60,OK
2026-03-10T09:47:06,Ankara,88,OK
2026-03-10T09:47:06,Izmir,103,ERROR
2026-03-10T09:47:06,Izmir,131,OK
2026-03-10T09:47:06,Bursa,275,OK
2026-03-10T09:47:06,Bursa,262,OK
2026-03-10T09:47:06,Izmir,122,OK
2026-03-10T09:47:06,Izmir,158,ERROR
2026-03-10T09:47:06,Ankara,281,OK
2026-03-10T09:47:06,Izmir,63,OK
2026-03-10T09:47:06,Istanbul,306,OK
2026-03-10T09:47:06,Istanbul,236,OK
2026-03-10T09:47:06,Bursa,171,OK
2026-03-10T09:47:06,Ankara,144,OK
2026-03-10T09:47:06,Izmir,91,OK
2026-03-10T09:47:06,Bursa,215,OK
2026-03-10T09:47:06,Ankara,280,OK
2026-03-10T09:47:06,Ankara,142,OK
2026-03-10T09:47:06,Istanbul,229,OK
2026-03-10T09:47:06,Bursa,430,OK
2026-03-10T09:47:06,Bursa,142,OK
2026-03-10T09:47:06,Izmir,278,OK
2026-03-10T09:47:06,Izmir,171,OK
2026-03-10T09:47:06,Bursa,263,OK
2026-03-10T09:47:06,Izmir,490,OK
2026-03-10T09:47:06,Izmir,389,OK
2026-03-10T09:47:06,Istanbul,444,OK
2026-03-10T09:47:06,Istanbul,293,OK
2026-03-10T09:47:06,Bursa,465,OK
2026-03-10T09:47:06,Izmir,497,OK
2026-03-10T09:47:06,Izmir,429,OK
2026-03-10T09:47:06,Izmir,324,OK
2026-03-10T09:47:06,Ankara,354,OK
2026-03-10T09:47:06,Ankara,166,OK
2026-03-10T09:47:06,Izmir,302,OK
2026-03-10T09:47:06,Bursa,404,OK
2026-03-10T09:47:06,Izmir,277,ERROR
2026-03-10T09:47:06,Ankara,435,OK
2026-03-10T09:47:06,Istanbul,411,OK
2026-03-10T09:47:06,Izmir,141,OK
2026-03-10T09:47:06,Bursa,88,OK
2026-03-10T09:47:06,Istanbul,304,OK
2026-03-10T09:47:06,Bursa,354,OK
2026-03-10T09:47:06,Ankara,129,OK
2026-03-10T09:47:06,Izmir,392,OK
2026-03-10T09:47:06,Izmir,126,OK
2026-03-10T09:47:06,Ankara,233,ERROR
2026-03-10T09:47:06,Bursa,327,OK
2026-03-10T09:47:06,Istanbul,144,OK
2026-03-10T09:47:06,Ankara,179,OK
2026-03-10T09:47:06,Bursa,174,OK
2026-03-10T09:47:06,Bursa,182,OK
2026-03-10T09:47:06,Ankara,463,OK
2026-03-10T09:47:06,Izmir,55,OK
2026-03-10T09:47:06,Izmir,345,OK
2026-03-10T09:47:06,Ankara,490,OK
2026-03-10T09:47:06,Izmir,82,OK
2026-03-10T09:47:06,Istanbul,246,OK
2026-03-10T09:47:06,Izmir,202,OK
2026-03-10T09:47:06,Ankara,99,OK
2026-03-10T09:47:06,Bursa,396,OK
2026-03-10T09:47:06,Ankara,285,ERROR
2026-03-10T09:47:06,Izmir,289,OK
2026-03-10T09:47:06,Istanbul,291,ERROR
2026-03-10T09:47:06,Istanbul,405,OK
2026-03-10T09:47:06,Ankara,322,OK
2026-03-10T09:47:06,Istanbul,487,OK
2026-03-10T09:47:06,Bursa,54,OK
2026-03-10T09:47:06,Ankara,61,OK
2026-03-10T09:47:06,Istanbul,166,OK
2026-03-10T09:47:06,Izmir,161,OK
2026-03-10T09:47:06,Ankara,303,OK
2026-03-10T09:47:06,Istanbul,487,OK
2026-03-10T09:47:06,Istanbul,160,OK
2026-03-10T09:47:06,Izmir,194,OK
2026-03-10T09:47:06,Izmir,107,OK
2026-03-10T09:47:06,Bursa,477,OK
2026-03-10T09:47:06,Izmir,387,OK
2026-03-10T09:47:06,Ankara,404,OK
2026-03-10T09:47:06,Ankara,427,OK
2026-03-10T09:47:06,Bursa,481,OK
2026-03-10T09:47:06,Ankara,436,OK
2026-03-10T09:47:06,Istanbul,442,OK
2026-03-10T09:47:06,Istanbul,255,OK
2026-03-10T09:47:06,Izmir,282,OK
2026-03-10T09:47:06,Ankara,332,OK
2026-03-10T09:47:06,Bursa,444,OK
2026-03-10T09:47:06,Ankara,187,OK
2026-03-10T09:47:06,Bursa,78,OK
2026-03-10T09:47:06,Ankara,319,OK
2026-03-10T09:47:06,Izmir,220,OK
2026-03-10T09:47:06,Istanbul,222,OK
2026-03-10T09:47:06,Istanbul,209,OK
2026-03-10T09:47:06,Istanbul,157,OK
2026-03-10T09:47:06,Ankara,177,OK
2026-03-10T09:47:06,Istanbul,169,OK
2026-03-10T09:47:06,Bursa,91,OK
2026-03-10T09:47:06,Izmir,412,OK
2026-03-10T09:47:06,Ankara,288,OK
2026-03-10T09:47:06,Istanbul,421,OK
2026-03-10T09:47:06,Izmir,333,OK
2026-03-10T09:47:06,Ankara,145,ERROR
2026-03-10T09:47:06,Istanbul,195,OK
2026-03-10T09:47:06,Istanbul,469,OK
2026-03-10T09:47:06,Bursa,460,OK
2026-03-10T09:47:06,Bursa,333,OK
2026-03-10T09:47:06,Bursa,228,ERROR
2026-03-10T09:47:06,Izmir,434,OK
2026-03-10T09:47:06,Izmir,322,ERROR
2026-03-10T09:47:06,Izmir,187,OK
2026-03-10T09:47:06,Ankara,355,OK
2026-03-10T09:47:06,Bursa,88,OK
2026-03-10T09:47:06,Izmir,248,OK
2026-03-10T09:47:06,Izmir,60,OK
2026-03-10T09:47:06,Ankara,330,OK
2026-03-10T09:47:06,Izmir,462,OK
2026-03-10T09:47:06,Istanbul,466,OK
2026-03-10T09:47:06,Izmir,115,OK
2026-03-10T09:47:06,Istanbul,271,OK
2026-03-10T09:47:06,Ankara,304,ERROR
2026-03-10T09:47:06,Izmir,73,OK
2026-03-10T09:47:06,Istanbul,399,OK
2026-03-10T09:47:06,Bursa,295,OK
2026-03-10T09:47:06,Bursa,200,OK
2026-03-10T09:47:06,Ankara,278,OK
2026-03-10T09:47:06,Istanbul,493,OK
2026-03-10T09:47:06,Bursa,214,OK
2026-03-10T09:47:06,Ankara,368,OK
2026-03-10T09:47:06,Ankara,75,OK
2026-03-10T09:47:06,Bursa,309,OK
2026-03-10T09:47:06,Ankara,216,OK
2026-03-10T09:47:06,Bursa,393,OK
2026-03-10T09:47:06,Ankara,444,OK
2026-03-10T09:47:06,Bursa,189,OK
2026-03-10T09:47:06,Istanbul,473,OK
2026-03-10T09:47:06,Bursa,229,OK
2026-03-10T09:47:06,Ankara,75,OK
2026-03-10T09:47:06,Izmir,298,OK
2026-03-10T09:47:06,Bursa,267,OK
2026-03-10T09:47:06,Ankara,153,OK
2026-03-10T09:47:06,Bursa,475,OK
2026-03-10T09:47:06,Ankara,400,OK
2026-03-10T09:47:06,Bursa,61,OK
2026-03-10T09:47:06,Ankara,107,OK
2026-03-10T09:47:06,Ankara,182,ERROR
2026-03-10T09:47:06,Istanbul,242,OK
2026-03-10T09:47:06,Istanbul,312,ERROR
2026-03-10T09:47:06,Izmir,292,OK
2026-03-10T09:47:06,Izmir,319,OK
2026-03-10T09:47:06,Izmir,279,OK
2026-03-10T09:47:06,Izmir,221,OK
2026-03-10T09:47:06,Istanbul,118,OK
2026-03-10T09:47:06,Bursa,277,OK
2026-03-10T09:47:06,Ankara,317,OK
2026-03-10T09:47:06,Bursa,95,OK
2026-03-10T09:47:06,Istanbul,433,OK
2026-03-10T09:47:06,Istanbul,304,OK
2026-03-10T09:47:06,Izmir,364,OK
2026-03-10T09:47:06,Izmir,81,OK
2026-03-10T09:47:06,Izmir,204,OK
2026-03-10T09:47:06,Bursa,371,OK
2026-03-10T09:47:06,Istanbul,185,ERROR
2026-03-10T09:47:06,Izmir,340,OK
2026-03-10T09:47:06,Istanbul,256,OK
2026-03-10T09:47:06,Izmir,255,OK
