timestamp,city,response_time,status
2026-03-03T10:15:39,Istanbul,548,OK
2026-03-03T10:15:39,Ankara,589,OK
2026-03-03T10:15:39,Izmir,187,OK
2026-03-03T10:15:39,Izmir,106,OK
2026-03-03T10:15:39,Izmir,499,OK
2026-03-03T10:15:39,Bursa,172,OK
2026-03-03T10:15:39,Bursa,51,OK
2026-03-03T10:15:39,Bursa,587,OK
2026-03-03T10:15:39,Bursa,482,OK
2026-03-03T10:15:39,Izmir,132,OK
2026-03-03T10:15:39,Ankara,597,OK
2026-03-03T10:15:39,Istanbul,338,OK
2026-03-03T10:15:39,Bursa,231,OK
2026-03-03T10:15:39,Izmir,219,OK
2026-03-03T10:15:39,Ankara,528,OK
2026-03-03T10:15:39,Istanbul,562,OK
2026-03-03T10:15:39,Izmir,393,OK
2026-03-03T10:15:39,Ankara,142,OK
2026-03-03T10:15:39,Izmir,384,OK
2026-03-03T10:15:39,Bursa,347,OK
2026-03-03T10:15:39,Bursa,355,OK
2026-03-03T10:15:39,Ankara,487,OK
2026-03-03T10:15:39,Izmir,335,OK
2026-03-03T10:15:39,Izmir,77,OK
2026-03-03T10:15:39,Ankara,278,OK
2026-03-03T10:15:39,Ankara,50,OK
2026-03-03T10:15:39,Bursa,527,OK
2026-03-03T10:15:39,Izmir,201,OK
2026-03-03T10:15:39,Istanbul,495,OK
2026-03-03T10:15:39,Bursa,579,OK
2026-03-03T10:15:39,Ankara,493,OK
2026-03-03T10:15:39,Izmir,207,OK
2026-03-03T10:15:39,Ankara,331,OK
2026-03-03T10:15:39,Izmir,158,OK
2026-03-03T10:15:39,Istanbul,412,OK
2026-03-03T10:15:39,Istanbul,580,OK
2026-03-03T10:15:39,Istanbul,160,OK
2026-03-03T10:15:39,Ankara,282,OK
2026-03-03T10:15:39,Ankara,126,OK
2026-03-03T10:15:39,Istanbul,197,OK
2026-03-03T10:15:39,Ankara,150,OK
2026-03-03T10:15:39,Istanbul,145,OK
2026-03-03T10:15:39,Istanbul,445,OK
2026-03-03T10:15:39,Istanbul,171,OK
2026-03-03T10:15:39,Istanbul,375,OK
2026-03-03T10:15:39,Ankara,136,OK
2026-03-03T10:15:39,Izmir,360,OK
2026-03-03T10:15:39,Bursa,495,OK
2026-03-03T10:15:39,Ankara,338,OK
2026-03-03T10:15:39,Bursa,159,OK
2026-03-03T10:15:39,Istanbul,239,OK
2026-03-03T10:15:39,Istanbul,274,OK
2026-03-03T10:15:39,Bursa,329,OK
2026-03-03T10:15:39,Izmir,188,OK
2026-03-03T10:15:39,Istanbul,142,OK
2026-03-03T10:15:39,Istanbul,528,OK
2026-03-03T10:15:39,Ankara,299,OK
2026-03-03T10:15:39,Izmir,242,OK
2026-03-03T10:15:39,Istanbul,539,OK
2026-03-03T10:15:39,Ankara,234,OK
2026-03-03T10:15:39,Bursa,316,OK
2026-03-03T10:15:39,Istanbul,553,OK
2026-03-03T10:15:39,Ankara,56,OK
2026-03-03T10:15:39,Ankara,173,OK
2026-03-03T10:15:39,Istanbul,552,OK
2026-03-03T10:15:39,Istanbul,421,OK
2026-03-03T10:15:39,Bursa,271,OK
2026-03-03T10:15:39,Izmir,242,OK
2026-03-03T10:15:39,Bursa,506,OK
2026-03-03T10:15:39,Izmir,203,OK
2026-03-03T10:15:39,Istanbul,130,OK
2026-03-03T10:15:39,Bursa,304,OK
2026-03-03T10:15:39,Izmir,536,OK
2026-03-03T10:15:39,Ankara,166,OK
2026-03-03T10:15:39,Ankara,495,OK
2026-03-03T10:15:39,Bursa,528,OK
2026-03-03T10:15:39,Ankara,598,OK
2026-03-03T10:15:39,Ankara,196,OK
2026-03-03T10:15:39,Istanbul,395,ERROR
2026-03-03T10:15:39,Istanbul,182,OK
2026-03-03T10:15:39,Izmir,389,OK
2026-03-03T10:15:39,Ankara,182,OK
2026-03-03T10:15:39,Istanbul,151,OK
2026-03-03T10:15:39,Bursa,133,OK
2026-03-03T10:15:39,Izmir,585,ERROR
2026-03-03T10:15:39,Izmir,421,OK
2026-03-03T10:15:39,Bursa,94,OK
2026-03-03T10:15:39,Ankara,493,OK
2026-03-03T10:15:39,Izmir,399,OK
2026-03-03T10:15:39,Izmir,80,OK
2026-03-03T10:15:39,Ankara,568,OK
2026-03-03T10:15:39,Bursa,316,OK
2026-03-03T10:15:39,Ankara,461,OK
2026-03-03T10:15:39,Bursa,597,OK
2026-03-03T10:15:39,Izmir,231,OK
2026-03-03T10:15:39,Izmir,537,OK
2026-03-03T10:15:39,Istanbul,548,OK
2026-03-03T10:15:39,Izmir,361,OK
2026-03-03T10:15:39,Bursa,176,OK
2026-03-03T10:15:39,Istanbul,193,OK
2026-03-03T10:15:39,Izmir,525,OK
2026-03-03T10:15:39,Ankara,265,OK
2026-03-03T10:15:39,Ankara,271,OK
2026-03-03T10:15:39,Ankara,560,OK
2026-03-03T10:15:39,Bursa,453,OK
2026-03-03T10:15:39,Bursa,169,OK
2026-03-03T10:15:39,Izmir,526,OK
2026-03-03T10:15:39,Istanbul,194,OK
2026-03-03T10:15:39,Bursa,109,OK
2026-03-03T10:15:39,Bursa,458,OK
2026-03-03T10:15:39,Ankara,591,OK
2026-03-03T10:15:39,Izmir,347,OK
2026-03-03T10:15:39,Bursa,338,OK
2026-03-03T10:15:39,Izmir,268,OK
2026-03-03T10:15:39,Bursa,211,OK
2026-03-03T10:15:39,Bursa,147,ERROR
2026-03-03T10:15:39,Ankara,248,OK
2026-03-03T10:15:39,Bursa,558,OK
2026-03-03T10:15:39,Istanbul,484,OK
2026-03-03T10:15:39,Ankara,149,OK
2026-03-03T10:15:39,Ankara,559,OK
2026-03-03T10:15:39,Izmir,187,OK
2026-03-03T10:15:39,Ankara,98,OK
2026-03-03T10:15:39,Bursa,78,OK
2026-03-03T10:15:39,Istanbul,106,OK
2026-03-03T10:15:39,Ankara,437,OK
2026-03-03T10:15:39,Istanbul,222,OK
2026-03-03T10:15:39,Bursa,331,OK
2026-03-03T10:15:39,Bursa,287,OK
2026-03-03T10:15:39,Izmir,401,OK
2026-03-03T10:15:39,Ankara,499,OK
2026-03-03T10:15:39,Izmir,353,OK
2026-03-03T10:15:39,Ankara,353,OK
2026-03-03T10:15:39,Bursa,248,OK
2026-03-03T10:15:39,Ankara,532,OK
2026-03-03T10:15:39,Ankara,264,OK
2026-03-03T10:15:39,Bursa,304,OK
2026-03-03T10:15:39,Bursa,198,ERROR
2026-03-03T10:15:39,Istanbul,192,OK
2026-03-03T10:15:39,Istanbul,155,OK
2026-03-03T10:15:39,Izmir,210,OK
2026-03-03T10:15:39,Istanbul,366,OK
2026-03-03T10:15:39,Ankara,479,OK
2026-03-03T10:15:39,Bursa,74,OK
2026-03-03T10:15:39,Bursa,68,OK
2026-03-03T10:15:39,Bursa,480,OK
2026-03-03T10:15:39,Ankara,519,OK
2026-03-03T10:15:39,Istanbul,56,OK
2026-03-03T10:15:39,Istanbul,278,OK
2026-03-03T10:15:39,Bursa,502,OK
2026-03-03T10:15:39,Istanbul,462,OK
2026-03-03T10:15:39,Ankara,457,OK
2026-03-03T10:15:39,Istanbul,440,OK
2026-03-03T10:15:39,Bursa,485,ERROR
2026-03-03T10:15:39,Bursa,118,OK
2026-03-03T10:15:39,Izmir,215,OK
2026-03-03T10:15:39,Istanbul,233,OK
2026-03-03T10:15:39,Ankara,466,OK
2026-03-03T10:15:39,Ankara,485,OK
2026-03-03T10:15:39,Istanbul,510,OK
2026-03-03T10:15:39,Ankara,583,OK
2026-03-03T10:15:39,Ankara,516,OK
2026-03-03T10:15:39,Izmir,91,OK
2026-03-03T10:15:39,Istanbul,279,OK
2026-03-03T10:15:39,Izmir,384,OK
2026-03-03T10:15:39,Ankara,269,OK
2026-03-03T10:15:39,Ankara,75,OK
2026-03-03T10:15:39,Izmir,528,ERROR
2026-03-03T10:15:39,Izmir,523,OK
2026-03-03T10:15:39,Ankara,440,OK
2026-03-03T10:15:39,Ankara,261,OK
2026-03-03T10:15:39,Istanbul,550,OK
2026-03-03T10:15:39,Bursa,316,OK
2026-03-03T10:15:39,Bursa,431,OK
2026-03-03T10:15:39,Ankara,288,OK
2026-03-03T10:15:39,Ankara,136,OK
2026-03-03T10:15:39,Istanbul,433,OK
2026-03-03T10:15:39,Izmir,565,OK
2026-03-03T10:15:39,Ankara,319,OK
2026-03-03T10:15:39,Izmir,540,OK
2026-03-03T10:15:39,Ankara,491,OK
2026-03-03T10:15:39,Izmir,301,OK
2026-03-03T10:15:39,Istanbul,435,OK
2026-03-03T10:15:39,Ankara,251,OK
2026-03-03T10:15:39,Istanbul,294,OK
2026-03-03T10:15:39,Bursa,568,OK
2026-03-03T10:15:39,Ankara,390,OK
2026-03-03T10:15:39,Bursa,470,OK
2026-03-03T10:15:39,Ankara,294,OK
2026-03-03T10:15:39,Istanbul,556,OK
2026-03-03T10:15:39,Izmir,375,OK
2026-03-03T10:15:39,Istanbul,333,OK
2026-03-03T10:15:39,Bursa,218,OK
2026-03-03T10:15:39,Istanbul,210,OK
2026-03-03T10:15:39,Izmir,569,OK
2026-03-03T10:15:39,Istanbul,121,OK
2026-03-03T10:15:39,Izmir,260,OK
2026-03-03T10:15:39,Izmir,55,OK
2026-03-03T10:15:39,Izmir,519,OK
2026-03-03T10:15:39,Istanbul,270,OK
2026-03-03T10:15:39,Bursa,519,OK
2026-03-03T10:15:39,Bursa,305,OK
2026-03-03T10:15:39,Istanbul,591,OK
2026-03-03T10:15:39,Bursa,66,OK
2026-03-03T10:15:39,Ankara,229,ERROR
2026-03-03T10:15:39,Ankara,278,OK
2026-03-03T10:15:39,Ankara,342,OK
2026-03-03T10:15:39,Istanbul,428,OK
2026-03-03T10:15:39,Izmir,257,OK
2026-03-03T10:15:39,Bursa,97,OK
2026-03-03T10:15:39,Ankara,447,OK
2026-03-03T10:15:39,Ankara,234,OK
2026-03-03T10:15:39,Izmir,580,OK
2026-03-03T10:15:39,Izmir,215,OK
2026-03-03T10:15:39,Izmir,339,OK
2026-03-03T10:15:39,Bursa,274,OK
2026-03-03T10:15:39,Istanbul,496,OK
2026-03-03T10:15:39,Bursa,398,OK
2026-03-03T10:15:39,Istanbul,435,OK
2026-03-03T10:15:39,Ankara,106,OK
2026-03-03T10:15:39,Istanbul,146,OK
2026-03-03T10:15:39,Izmir,385,OK
2026-03-03T10:15:39,Izmir,235,OK
2026-03-03T10:15:39,Izmir,142,OK
2026-03-03T10:15:39,Istanbul,64,OK
2026-03-03T10:15:39,Istanbul,223,OK
2026-03-03T10:15:39,Istanbul,129,OK
2026-03-03T10:15:39,Istanbul,548,OK
2026-03-03T10:15:39,Ankara,431,OK
2026-03-03T10:15:39,Izmir,89,OK
2026-03-03T10:15:39,Bursa,152,OK
2026-03-03T10:15:39,Izmir,202,OK
2026-03-03T10:15:39,Ankara,281,OK
